RECTYPE,YEAR,CASEID,REGION,STATEFIP,MSASIZE,FAMINCOME,HH_SIZE,POVERTY130,POVERTY185,HH_CHILD,AGEYCHILD,HH_NUMADULTS,PERNUM,LINENO,WT06,AGE,SEX,RACE,MARST,GENHEALTH,BMI,EDUC,EDUCYRS,VETSTAT,MULTJOBS,OCC2,FULLPART,UHRSWORKT,SPEMPNOT,PED,WBLADDER,ACT_FOOD,ACT_PCARE,ACT_RELIG,ACT_SOCIAL,ACT_SPORTS,ACT_TRAVEL,ACT_WORK
1,2013,2.01301E+13,2,55,2,12,1,,,0,999,1,1,1,1484291.687,65,2,100,6,1,,41,318,2,0,150,2,15,99,,7,115,420,0,600,0,0,0
1,2013,2.01301E+13,2,19,0,15,4,,,1,12,2,1,1,3478136.652,47,2,100,1,99,,32,214,2,0,130,2,32,1,,999,40,690,0,225,0,43,0
1,2013,2.01301E+13,1,34,7,16,4,,,1,3,2,1,1,6836419.694,35,1,100,1,2,,32,214,2,0,170,1,35,1,,7,0,285,0,0,0,142,568
1,2013,2.01301E+13,1,36,7,7,2,,,0,999,2,1,1,2554638.529,85,1,100,4,99,,15,110,1,99,9999,99,9999,99,,999,50,570,0,690,0,10,0
1,2013,2.01301E+13,2,19,3,9,2,,,0,999,2,1,1,20407546.03,26,1,100,6,2,,40,216,2,0,150,1,40,99,,9,34,502,90,150,0,54,474
1,2013,2.01301E+13,4,49,3,14,4,,,1,17,3,1,1,12265149.37,54,1,100,1,2,,21,112,2,1,133,1,50,1,,8,30,573,0,140,60,105,507
1,2013,2.01301E+13,4,8,2,8,1,,,0,999,1,1,1,2172851.387,48,1,100,6,1,,21,112,2,99,9999,99,9999,99,,5,3,642,0,390,0,45,0
1,2013,2.01301E+13,3,48,7,7,3,,,0,999,3,1,1,28981487.42,75,2,131,1,99,,11,102,2,99,9999,99,9999,0,,999,60,600,120,300,0,180,0
1,2013,2.01301E+13,4,6,7,12,2,,,0,999,2,1,1,3121186.414,80,2,110,1,3,,30,214,2,99,9999,99,9999,1,,8,55,860,0,480,0,0,0
1,2013,2.01301E+13,3,24,6,16,4,,,1,12,2,1,1,7426372.265,49,1,100,1,2,,43,321,2,0,122,1,40,1,,8,65,540,0,175,0,120,510
1,2013,2.01301E+13,3,12,5,9,1,,,0,999,1,1,1,1674050.523,65,2,100,3,3,,30,213,2,99,9999,99,9999,99,,5,20,690,0,505,0,10,0
1,2013,2.01301E+13,1,42,4,9,3,,,1,14,1,1,1,4072559.562,67,2,100,3,99,,21,112,2,99,9999,99,9999,99,,999,105,510,0,355,0,80,0
1,2013,2.01301E+13,3,1,5,16,4,,,0,999,4,1,1,13721370.6,55,1,100,1,99,,41,318,2,99,9999,99,9999,1,,999,30,600,0,602,20,20,0
1,2013,2.01301E+13,3,21,0,15,2,,,0,999,2,1,1,4276776.113,56,2,100,1,99,,31,214,2,0,127,2,30,1,,999,45,645,180,355,60,35,0
1,2013,2.01301E+13,2,26,6,2,1,,,0,999,1,1,1,3203412.759,56,2,110,6,99,,21,112,2,99,9999,99,9999,99,,999,30,630,0,780,0,0,0
1,2013,2.01301E+13,4,6,7,13,8,,,1,5,5,1,1,5873247.481,41,2,100,6,99,,41,319,2,99,9999,99,9999,99,,999,150,480,0,150,0,125,0
1,2013,2.01301E+13,1,44,5,11,3,,,1,10,2,1,1,3708694.993,36,2,100,6,3,,21,112,2,0,140,2,20,99,,8,80,720,0,140,0,85,350
1,2013,2.01301E+13,4,6,3,8,1,,,0,999,1,1,1,7040633.874,27,2,110,6,3,,40,216,2,0,127,1,40,99,,7,55,470,0,94,0,30,710
1,2013,2.01301E+13,3,24,6,9,4,,,1,6,2,1,1,4375252.158,36,2,100,1,4,,11,102,2,99,9999,99,9999,1,,5,40,585,0,35,0,185,0
1,2013,2.01301E+13,3,1,0,13,1,,,0,999,1,1,1,936836.1162,68,2,110,4,4,,41,317,2,99,9999,99,9999,99,,8,55,545,10,85,67,0,0
1,2013,2.01301E+13,1,33,0,15,1,,,0,999,1,1,1,1894530.982,58,2,100,6,99,,32,214,2,0,120,1,40,99,,999,15,595,0,278,0,77,15
1,2013,2.01301E+13,4,53,5,14,5,,,1,7,2,1,1,5924817.472,41,1,100,1,3,,40,216,2,0,131,1,50,1,,7,60,540,0,363,0,155,0
1,2013,2.01301E+13,3,12,3,8,4,,,1,15,2,1,1,5655055.479,45,2,100,4,99,,30,112,2,0,150,2,32,99,,999,120,570,0,403,0,70,0
1,2013,2.01301E+13,2,27,6,11,2,,,0,999,2,1,1,10865885.13,60,2,100,1,99,,30,214,2,99,9999,99,9999,1,,999,55,650,0,285,0,0,0
1,2013,2.01301E+13,4,6,7,12,6,,,1,11,3,1,1,13166507.27,40,2,200,1,2,,40,216,2,1,127,1,9995,1,,4,100,616,0,0,0,172,405
1,2013,2.01301E+13,1,36,7,7,1,,,0,999,1,1,1,3842980.197,69,2,110,3,1,,21,112,2,99,9999,99,9999,99,,10,40,600,0,800,0,0,0
1,2013,2.01301E+13,3,48,7,12,1,,,0,999,1,1,1,7103246.743,47,1,100,4,5,,20,111,2,0,170,2,16,99,,1,60,630,0,630,0,0,0
1,2013,2.01301E+13,3,48,0,8,2,,,0,999,2,1,1,12405933.58,57,2,100,1,4,,30,112,2,99,9999,99,9999,1,,5,75,870,0,390,0,6,0
1,2013,2.01301E+13,3,22,2,7,1,,,0,999,1,1,1,6820266.404,80,2,100,3,99,,21,112,2,99,9999,99,9999,99,,999,60,510,60,410,20,0,0
1,2013,2.01301E+13,3,37,4,15,4,,,1,5,2,1,1,2872731.755,44,1,100,1,2,,40,216,2,0,132,1,45,1,,7,30,630,0,146,0,8,626
1,2013,2.01301E+13,4,16,2,10,2,,,0,999,2,1,1,10402966.5,66,1,100,1,3,,40,318,1,99,9999,99,9999,0,,6,70,615,0,120,0,30,0
1,2013,2.01301E+13,3,12,7,15,4,,,1,9,2,1,1,8468847.383,46,2,100,1,1,,40,318,2,0,127,1,38,1,,10,80,445,0,109,60,190,0
1,2013,2.01301E+13,4,49,0,7,4,,,1,1,2,1,1,8987625.097,25,2,100,1,2,,32,216,2,99,9999,99,9999,1,,8,15,610,0,150,60,30,0
1,2013,2.01301E+13,3,37,0,1,3,,,0,999,3,1,1,33817785.12,19,1,100,6,2,,30,112,2,0,150,2,10,99,,8,63,640,0,200,30,114,30
1,2013,2.01301E+13,3,48,7,15,1,,,0,999,1,1,1,2349530.176,63,1,110,4,3,,40,216,1,0,150,1,45,99,,8,65,420,0,630,0,145,0
1,2013,2.01301E+13,4,6,7,16,5,,,1,5,2,1,1,2509857.282,36,2,100,1,2,,40,216,2,99,9999,99,9999,1,,9,45,705,0,270,0,100,0
1,2013,2.01301E+13,3,51,6,16,4,,,1,17,3,1,1,13098175.1,20,1,100,6,2,,30,214,2,99,9999,99,9999,99,,5,120,720,0,510,0,0,0
1,2013,2.01301E+13,4,4,6,13,2,,,0,999,2,1,1,10110838.7,36,1,100,1,99,,41,318,2,0,111,1,37,1,,999,120,540,0,660,30,90,0
1,2013,2.01301E+13,4,6,7,14,1,,,0,999,1,1,1,3653086.66,53,2,110,4,2,,43,321,2,1,127,1,52,99,,5,50,541,0,5,0,98,453
1,2013,2.01301E+13,3,12,5,8,3,,,1,0,2,1,1,9251755.865,25,2,100,6,1,,21,112,2,99,9999,99,9999,1,,5,20,630,0,250,0,10,0
1,2013,2.01301E+13,4,6,4,9,5,,,1,10,2,1,1,10676434.09,35,2,100,1,2,,30,213,2,0,110,1,40,1,,7,50,440,0,145,0,158,450
1,2013,2.01301E+13,3,24,6,9,3,,,1,4,1,1,1,2518073.339,33,2,110,6,4,,20,112,2,99,9999,99,9999,99,,4,60,560,0,552,0,73,0
1,2013,2.01301E+13,2,20,0,7,2,,,0,999,2,1,1,10674028.4,22,1,100,1,1,,30,214,2,0,134,2,9995,1,,6,120,685,0,180,0,60,0
1,2013,2.01301E+13,4,8,5,13,2,,,1,10,1,1,1,1545263.276,39,2,110,4,4,,41,318,2,1,123,1,45,99,,7,40,660,0,579,0,99,0
1,2013,2.01301E+13,1,36,7,9,1,,,0,999,1,1,1,1559716.067,80,1,110,3,2,,15,110,2,99,9999,99,9999,99,,7,45,445,80,573,0,132,0
1,2013,2.01301E+13,2,26,6,2,1,,,0,999,1,1,1,5295981.225,43,2,110,6,1,,21,112,2,99,9999,99,9999,99,,6,0,195,0,1185,0,45,0
1,2013,2.01301E+13,2,39,5,10,1,,,0,999,1,1,1,2315753.921,80,2,100,3,99,,40,216,2,99,9999,99,9999,99,,999,90,720,80,465,0,85,0
1,2013,2.01301E+13,2,39,5,7,4,,,1,2,1,1,1,3729517.644,38,2,120,5,99,,16,111,2,0,190,1,40,99,,999,50,366,0,75,0,73,547
1,2013,2.01301E+13,1,36,0,13,2,,,0,999,2,1,1,5470236.04,59,2,100,1,99,,21,112,2,0,150,2,20,1,,999,113,600,0,548,0,32,0
1,2013,2.01301E+13,4,4,6,9,2,,,1,2,1,1,1,5757737.08,27,2,100,4,2,,40,318,2,0,125,1,50,99,,5,60,530,0,75,0,80,599
1,2013,2.01301E+13,2,29,0,11,3,,,1,0,2,1,1,6640055.067,25,1,100,1,99,,30,216,2,0,131,1,40,1,,999,120,605,0,290,0,90,0
1,2013,2.01301E+13,1,36,7,16,3,,,1,10,2,1,1,5848618.613,40,1,100,1,99,,42,320,2,0,124,1,45,0,,999,50,630,0,155,0,30,540
1,2013,2.01301E+13,2,20,0,10,2,,,0,999,2,1,1,4138811.402,69,2,100,1,2,,31,213,2,0,150,2,8,0,,9,163,540,0,240,215,107,0
1,2013,2.01301E+13,4,6,7,9,1,,,0,999,1,1,1,1359794.792,75,2,100,3,4,,10,101,2,99,9999,99,9999,99,,8,120,675,150,165,0,120,0
1,2013,2.01301E+13,4,49,3,13,3,,,1,8,1,1,1,1047482.615,50,1,100,3,99,,43,321,2,0,127,1,40,99,,999,30,480,0,470,0,0,0
1,2013,2.01301E+13,2,18,5,12,6,,,1,7,2,1,1,2188351.337,32,1,110,6,2,,17,112,2,0,110,1,40,1,,8,155,390,0,495,0,50,300
1,2013,2.01301E+13,4,4,6,1,4,,,1,4,1,1,1,2605946.901,30,2,100,2,99,,12,105,2,0,132,2,20,99,,999,45,830,0,55,0,50,0
1,2013,2.01301E+13,4,35,4,3,1,,,0,999,1,1,1,3469426.876,85,2,100,3,99,,13,107,2,99,9999,99,9999,99,,999,85,690,0,665,0,0,0
1,2013,2.01301E+13,1,36,7,15,2,,,1,13,1,1,1,7214076.093,49,2,100,1,99,,30,213,2,0,150,1,35,99,,999,70,615,30,331,20,0,0
1,2013,2.01301E+13,2,17,7,15,5,,,1,9,2,1,1,4828309.127,45,1,100,1,4,,40,216,2,0,140,1,60,1,,7,30,588,0,127,0,123,540
1,2013,2.01301E+13,4,6,7,1,4,,,1,2,2,1,1,6229765.47,52,2,100,1,3,,12,105,2,99,9999,99,9999,1,,10,30,540,0,220,0,115,0
1,2013,2.01301E+13,2,39,0,9,2,,,0,999,2,1,1,19923722.75,64,1,100,1,4,,21,112,2,99,9999,99,9999,0,,5,80,1230,0,130,0,0,0
1,2013,2.01301E+13,2,17,7,7,1,,,0,999,1,1,1,1455211.774,58,2,110,6,3,,17,112,2,99,9999,99,9999,99,,6,40,540,0,620,0,0,0
1,2013,2.01301E+13,4,41,5,6,1,,,0,999,1,1,1,4420240.5,67,1,100,4,4,,30,214,1,99,9999,99,9999,99,,5,135,505,0,600,0,50,0
1,2013,2.01301E+13,1,42,0,10,2,,,0,999,2,1,1,6204725.719,71,2,100,1,1,,21,112,2,99,9999,99,9999,0,,9,90,585,90,624,0,50,0
1,2013,2.01301E+13,2,39,5,13,2,,,0,999,2,1,1,5331343.594,66,2,100,1,2,,21,112,2,99,9999,99,9999,1,,10,15,568,55,351,0,140,0
1,2013,2.01301E+13,1,42,4,11,1,,,0,999,1,1,1,3993994.049,35,1,100,6,3,,30,112,1,0,180,1,40,99,,3,120,900,0,240,0,150,0
1,2013,2.01301E+13,3,45,0,5,1,,,0,999,1,1,1,6711235.545,74,2,100,3,99,,20,109,2,0,150,2,18,99,,999,40,750,0,168,0,20,395
1,2013,2.01301E+13,4,30,0,12,2,,,0,999,2,1,1,4552013.586,58,2,100,1,99,,21,112,2,0,150,2,1,1,,999,60,660,0,315,0,0,0
1,2013,2.01301E+13,4,6,6,8,1,,,0,999,1,1,1,1779344.816,65,2,100,3,3,,31,112,2,99,9999,99,9999,99,,5,40,515,0,690,0,34,0
1,2013,2.01301E+13,3,48,3,12,3,,,0,999,3,1,1,18172908.07,20,1,100,6,2,,30,214,2,99,9999,99,9999,99,,8,30,720,0,690,0,0,0
1,2013,2.01301E+13,2,17,7,8,2,,,0,999,2,1,1,13403538.87,85,1,100,1,99,,21,112,1,99,9999,99,9999,0,,999,180,655,0,110,0,215,0
1,2013,2.01301E+13,4,35,4,5,4,,,1,6,3,1,1,3996601.446,74,1,100,1,1,,30,213,2,99,9999,99,9999,0,,10,25,540,0,795,0,35,0
1,2013,2.01301E+13,4,53,6,16,1,,,0,999,1,1,1,6102619.301,78,2,100,3,2,,40,317,2,99,9999,99,9999,99,,9,105,620,0,280,15,45,0
1,2013,2.01301E+13,3,40,5,16,3,,,1,1,2,1,1,6511965.889,31,2,100,1,2,,40,216,2,0,110,1,40,1,,8,70,505,0,130,0,85,442
1,2013,2.01301E+13,2,55,0,7,3,,,0,999,1,1,1,7053379.724,37,1,100,4,4,,30,213,2,1,200,1,45,99,,2,51,496,0,232,0,109,480
1,2013,2.01301E+13,4,6,6,16,1,,,0,999,1,1,1,1051769.019,63,2,110,2,3,,41,318,2,0,110,1,45,99,,8,30,555,120,270,0,60,180
1,2013,2.01301E+13,2,26,6,16,1,,,0,999,1,1,1,5110261.953,57,1,100,4,1,,40,318,2,0,150,1,65,99,,9,70,328,0,330,0,210,500
1,2013,2.01301E+13,2,39,5,12,3,,,1,1,2,1,1,11056366.84,28,2,100,1,2,,40,216,2,0,111,1,40,1,,6,35,510,0,120,0,200,425
1,2013,2.01301E+13,3,12,3,12,2,,,0,999,2,1,1,5793351.248,58,2,100,1,3,,21,112,2,99,9999,99,9999,1,,10,85,718,145,270,0,137,0
1,2013,2.01301E+13,4,6,0,14,3,,,0,999,3,1,1,21046082.34,59,1,100,1,2,,40,216,2,0,150,1,40,1,,6,15,430,0,300,0,25,450
1,2013,2.01301E+13,1,33,0,13,2,,,0,999,2,1,1,12915138.58,59,1,100,1,99,,41,318,2,1,110,1,55,1,,999,120,405,0,495,0,0,165
1,2013,2.01301E+13,2,26,6,8,1,,,0,999,1,1,1,5564668.474,65,1,100,3,99,,21,112,1,99,9999,99,9999,99,,999,40,465,0,550,0,45,0
1,2013,2.01301E+13,3,24,0,16,4,,,1,8,3,1,1,6363782.249,46,2,100,1,99,,32,215,2,99,9999,99,9999,1,,999,75,570,0,165,0,6,0
1,2013,2.01301E+13,3,48,5,15,2,,,0,999,2,1,1,6423610.973,53,2,100,1,99,,21,112,2,99,9999,99,9999,1,,999,85,488,70,448,0,43,0
1,2013,2.01301E+13,2,55,2,10,4,,,0,999,4,1,1,31328080.21,51,2,100,1,99,,21,112,2,0,160,1,40,1,,999,75,480,0,105,0,55,505
1,2013,2.01301E+13,1,23,0,13,2,,,0,999,2,1,1,10965338.79,69,2,100,1,99,,43,321,2,0,122,2,20,1,,999,90,600,0,405,0,35,30
1,2013,2.01301E+13,3,12,7,15,3,,,1,10,2,1,1,7630799.595,42,2,100,1,3,,40,318,2,0,111,1,40,1,,7,50,575,0,135,0,90,442
1,2013,2.01301E+13,3,51,5,12,1,,,0,999,1,1,1,1393371.41,80,1,110,3,99,,21,112,1,99,9999,99,9999,99,,999,20,660,0,760,0,0,0
1,2013,2.01301E+13,2,27,6,14,2,,,0,999,2,1,1,6599101.28,69,1,100,1,2,,40,216,1,99,9999,99,9999,0,,8,40,700,85,310,75,52,0
1,2013,2.01301E+13,3,48,7,5,4,,,1,1,2,1,1,6011537.264,25,2,100,6,99,,20,112,2,99,9999,99,9999,1,,999,80,630,0,180,0,0,0
1,2013,2.01301E+13,1,23,0,11,2,,,0,999,2,1,1,9217147.89,36,1,100,6,99,,21,112,2,0,127,2,32,1,,999,10,1395,0,34,0,0,0
1,2013,2.01301E+13,4,6,7,10,3,,,0,999,3,1,1,9070220.675,56,2,110,6,3,,30,214,2,0,133,1,40,0,,7,30,610,0,250,0,40,510
1,2013,2.01301E+13,3,21,0,8,2,,,0,999,2,1,1,12349102.77,57,2,100,1,99,,21,112,2,0,140,2,20,0,,999,90,510,0,420,0,25,0
1,2013,2.01301E+13,4,4,6,7,4,,,1,1,3,1,1,7046653.625,39,2,100,4,99,,12,105,2,0,133,2,20,99,,999,40,700,0,395,30,70,0
1,2013,2.01301E+13,3,22,4,11,2,,,0,999,2,1,1,4812686.385,58,1,100,1,3,,40,318,2,99,9999,99,9999,0,,8,40,540,180,410,0,0,0
1,2013,2.01301E+13,3,12,7,4,1,,,0,999,1,1,1,3338806.79,65,1,100,4,99,,21,112,1,99,9999,99,9999,99,,999,80,800,0,460,35,65,0
1,2013,2.01301E+13,4,6,5,5,4,,,1,4,2,1,1,4095070.128,35,2,100,6,3,,30,112,2,99,9999,99,9999,0,,5,35,690,0,470,0,45,0
1,2013,2.01301E+13,4,6,4,7,1,,,0,999,1,1,1,6560700.717,80,2,131,3,3,,30,214,2,99,9999,99,9999,99,,9,40,435,0,300,90,38,0
1,2013,2.01301E+13,2,19,4,14,2,,,0,999,2,1,1,9838367.159,69,1,100,1,2,,32,214,1,0,200,1,40,0,,8,40,405,0,0,0,0,995
1,2013,2.01301E+13,3,10,7,15,4,,,1,3,2,1,1,2245505.483,35,2,100,1,3,,40,318,2,0,125,1,40,1,,8,105,565,0,90,0,30,25
1,2013,2.01301E+13,3,11,6,13,1,,,0,999,1,1,1,959814.3044,66,2,110,4,1,,42,320,2,0,127,1,60,99,,9,60,665,0,270,0,40,210
1,2013,2.01301E+13,4,4,6,1,1,,,0,999,1,1,1,5927075.97,56,1,100,6,3,,40,318,2,99,9999,99,9999,99,,4,150,525,0,380,0,65,20
1,2013,2.01301E+13,4,6,7,14,1,,,0,999,1,1,1,4104891.477,46,2,100,6,5,,30,213,2,0,134,1,50,99,,7,160,340,0,195,0,30,620
1,2013,2.01301E+13,4,32,5,9,4,,,1,12,3,1,1,9514541.986,50,2,100,4,2,,30,214,2,0,133,1,40,99,,8,60,745,0,115,0,60,0
1,2013,2.01301E+13,2,17,7,9,2,,,0,999,2,1,1,5368145.794,75,1,100,4,2,,21,112,1,99,9999,99,9999,99,,7,55,675,0,420,0,40,0
1,2013,2.01301E+13,4,53,6,9,1,,,0,999,1,1,1,2004192.043,70,1,201,3,2,,30,216,1,99,9999,99,9999,99,,6,25,370,0,698,0,88,0
1,2013,2.01301E+13,1,34,7,16,2,,,0,999,2,1,1,11382384.05,70,1,100,1,3,,40,318,2,0,140,2,10,0,,5,90,705,0,112,35,67,0
1,2013,2.01301E+13,3,48,5,1,1,,,0,999,1,1,1,2765253.498,32,1,100,6,3,,21,112,2,99,9999,99,9999,99,,5,50,660,65,575,0,60,0
1,2013,2.01301E+13,2,46,2,9,3,,,1,7,1,1,1,1064774.355,35,2,100,4,99,,30,112,2,0,125,1,40,99,,999,65,634,85,232,93,121,0
1,2013,2.01301E+13,2,55,2,13,4,,,1,5,2,1,1,2280893.075,39,2,100,1,2,,32,214,2,99,9999,99,9999,1,,7,90,570,0,230,60,60,0
1,2013,2.01301E+13,2,39,5,13,4,,,1,4,2,1,1,5628028.842,47,1,100,1,99,,40,216,2,1,126,1,44,1,,999,70,450,0,200,0,75,345
1,2013,2.01301E+13,3,13,6,12,3,,,1,3,2,1,1,11207726.54,24,1,100,1,2,,21,112,2,0,190,1,40,1,,7,70,495,0,120,90,70,0
1,2013,2.01301E+13,2,18,0,13,4,,,1,12,2,1,1,2259164.142,55,2,100,1,3,,30,214,2,99,9999,99,9999,1,,7,30,600,65,300,0,60,0
1,2013,2.01301E+13,2,39,5,14,2,,,0,999,2,1,1,2968107.177,42,1,100,6,2,,40,317,2,0,121,1,44,1,,8,30,545,0,455,0,100,0
1,2013,2.01301E+13,1,36,7,9,3,,,0,999,3,1,1,5665099.238,33,1,100,6,99,,40,318,2,0,110,1,40,99,,999,120,620,0,360,0,160,0
1,2013,2.01301E+13,3,12,5,5,3,,,1,15,2,1,1,2730780.022,78,2,100,1,3,,30,213,2,99,9999,99,9999,0,,8,60,657,225,180,0,30,0
1,2013,2.01301E+13,2,19,0,11,4,,,1,15,3,1,1,4796625.659,15,2,100,6,99,,13,107,99,99,9999,99,9999,99,,999,50,588,0,65,519,186,0
1,2013,2.01301E+13,3,48,0,3,4,,,1,8,2,1,1,9216388.963,31,2,100,1,4,,32,214,2,0,131,1,40,1,,5,40,545,0,38,101,52,90
1,2013,2.01301E+13,2,18,0,8,1,,,0,999,1,1,1,3683493.471,25,1,100,6,3,,20,111,2,0,132,1,45,99,,4,30,800,0,330,0,10,0
1,2013,2.01301E+13,1,34,3,16,4,,,1,3,3,1,1,7783213.808,61,2,100,4,2,,30,214,2,0,150,2,30,99,,5,15,540,0,60,0,120,555
1,2013,2.01301E+13,1,42,4,9,2,,,0,999,2,1,1,5442872.629,70,1,100,6,2,,21,112,2,99,9999,99,9999,0,,10,120,480,0,570,270,0,0
1,2013,2.01301E+13,3,37,2,13,4,,,1,7,2,1,1,4235979.489,33,2,100,1,2,,30,215,2,0,125,1,40,1,,6,25,610,0,28,0,6,512
1,2013,2.01301E+13,4,6,4,14,5,,,1,8,2,1,1,2133482.703,42,2,131,1,99,,40,216,2,0,130,1,40,0,,999,90,600,0,80,0,40,465
1,2013,2.01301E+13,1,34,7,15,4,,,1,1,2,1,1,6836419.694,35,1,100,1,99,,40,216,2,0,131,1,40,1,,999,30,285,0,60,0,0,30
1,2013,2.01301E+13,3,51,6,11,5,,,1,1,2,1,1,4842185.039,28,2,100,1,99,,21,112,2,0,150,1,40,1,,999,60,645,75,195,0,85,0
1,2013,2.01301E+13,3,21,0,2,1,,,0,999,1,1,1,2164093.837,40,2,100,6,99,,40,216,2,99,9999,99,9999,99,,999,55,720,0,549,0,56,0
1,2013,2.01301E+13,2,18,5,14,1,,,0,999,1,1,1,4833030.172,57,2,100,3,3,,40,216,2,0,111,1,40,99,,2,105,525,0,247,0,21,392
1,2013,2.01301E+13,2,20,5,12,1,,,0,999,1,1,1,5125162.616,50,1,100,4,3,,30,112,2,0,200,1,50,99,,6,30,675,0,0,0,90,645
1,2013,2.01301E+13,1,42,7,11,5,,,1,9,2,1,1,6269374.267,40,2,100,1,2,,21,112,2,99,9999,99,9999,1,,7,30,573,0,420,0,4,30
1,2013,2.01301E+13,4,16,0,13,4,,,1,6,2,1,1,6569840.288,32,2,100,1,99,,32,214,2,99,9999,99,9999,1,,999,120,932,0,198,0,0,0
1,2013,2.01301E+13,2,31,0,12,2,,,0,999,2,1,1,4128672.215,85,1,100,1,99,,21,112,1,0,110,1,42,0,,999,90,665,0,270,0,20,395
1,2013,2.01301E+13,3,13,6,14,1,,,0,999,1,1,1,6688026.182,51,2,100,4,2,,40,216,2,0,111,1,40,99,,8,82,493,110,45,10,135,480
1,2013,2.01301E+13,4,6,6,4,8,,,1,0,4,1,1,15430515.3,24,2,100,6,99,,30,112,2,0,132,2,32,99,,999,55,547,0,195,0,108,435
1,2013,2.01301E+13,3,1,2,14,4,,,1,8,2,1,1,1259287.279,43,1,100,4,99,,41,318,2,0,122,1,40,1,,999,85,530,120,355,0,20,0
1,2013,2.01301E+13,3,48,6,15,5,,,1,8,2,1,1,3348396.421,41,1,100,1,1,,42,320,2,0,111,1,40,1,,8,120,620,80,420,0,50,90
1,2013,2.01301E+13,3,37,4,8,1,,,0,999,1,1,1,5179312.686,67,2,100,6,99,,40,318,2,99,9999,99,9999,99,,999,130,545,0,340,0,42,0
1,2013,2.01301E+13,2,39,0,8,2,,,0,999,2,1,1,14353377.43,80,1,100,1,4,,21,112,1,99,9999,99,9999,0,,5,100,690,0,470,60,0,0
1,2013,2.01301E+13,2,39,5,11,5,,,1,5,2,1,1,10014555.94,36,1,100,4,2,,21,112,2,0,190,1,40,1,,8,95,415,0,210,0,20,495
1,2013,2.01301E+13,3,24,6,15,3,,,1,9,2,1,1,2748425.156,43,1,100,1,2,,40,216,2,0,120,1,48,1,,7,80,543,0,230,0,45,45
1,2013,2.01301E+13,1,42,3,11,3,,,1,15,2,1,1,3729732.287,44,1,100,5,3,,30,213,2,0,190,1,48,99,,8,180,630,0,330,0,225,0
1,2013,2.01301E+13,3,48,5,13,4,,,1,6,2,1,1,3996682.581,37,1,100,1,2,,32,214,2,0,121,1,40,0,,7,180,450,0,285,0,0,0
1,2013,2.01301E+13,2,39,4,3,1,,,0,999,1,1,1,7362890.156,30,2,100,6,2,,41,317,2,99,9999,99,9999,99,,5,50,645,0,165,0,42,0
1,2013,2.01301E+13,1,25,6,16,3,,,1,0,2,1,1,9173293.634,29,2,100,1,2,,40,216,2,0,150,1,45,1,,8,30,544,0,0,30,43,775
1,2013,2.01301E+13,2,17,7,2,2,,,1,11,1,1,1,1520173.914,54,2,100,5,99,,21,112,2,0,134,2,15,99,,999,70,660,105,365,0,20,0
1,2013,2.01301E+13,3,48,0,9,5,,,1,15,4,1,1,27301786.81,48,1,100,1,4,,12,105,2,0,170,1,45,0,,5,45,530,0,85,0,95,675
1,2013,2.01301E+13,4,41,5,14,4,,,1,1,2,1,1,2692962.015,32,1,100,1,99,,17,112,2,0,200,1,70,1,,999,30,705,0,30,0,0,675
1,2013,2.01301E+13,3,47,5,12,2,,,1,16,1,1,1,2313204.647,44,2,100,4,99,,31,215,2,0,124,1,40,99,,999,90,540,0,328,0,62,0
1,2013,2.01301E+13,1,9,4,16,6,,,1,2,2,1,1,2786838.811,33,2,100,1,2,,30,215,2,99,9999,99,9999,1,,10,190,535,0,75,0,62,0
1,2013,2.01301E+13,3,40,0,8,1,,,0,999,1,1,1,4167411.317,65,1,100,4,3,,21,112,2,99,9999,99,9999,99,,8,80,240,0,445,0,116,0
1,2013,2.01301E+13,2,39,4,4,1,,,0,999,1,1,1,4581458.49,80,2,110,3,99,,15,110,2,99,9999,99,9999,99,,999,20,930,0,300,0,0,0
1,2013,2.01301E+13,3,12,5,13,2,,,0,999,2,1,1,15969641.63,64,2,100,1,2,,21,112,2,99,9999,99,9999,0,,9,30,600,0,705,0,10,0
1,2013,2.01301E+13,3,47,5,9,3,,,0,999,3,1,1,20052425.98,67,2,100,1,99,,30,214,2,99,9999,99,9999,1,,999,60,660,0,410,0,10,0
1,2013,2.01301E+13,2,27,6,13,1,,,0,999,1,1,1,10942487.04,24,2,100,6,99,,40,216,2,0,126,1,47,99,,999,0,565,0,10,175,100,585
1,2013,2.01301E+13,1,36,0,12,2,,,0,999,2,1,1,4948790.982,69,2,100,1,99,,21,112,2,99,9999,99,9999,0,,999,60,420,0,690,0,0,0
1,2013,2.01301E+13,3,24,6,15,4,,,1,4,2,1,1,5574123.12,40,1,131,1,99,,41,318,2,0,110,1,55,0,,999,160,420,0,220,0,70,565
1,2013,2.01301E+13,1,50,0,3,1,,,0,999,1,1,1,3921735.543,30,2,100,6,3,,21,112,2,99,9999,99,9999,99,,6,60,820,0,360,80,0,0
1,2013,2.01301E+13,2,26,0,7,2,,,0,999,2,1,1,8093170.071,65,1,100,1,3,,21,112,1,99,9999,99,9999,0,,10,60,650,125,210,0,90,0
1,2013,2.01301E+13,3,40,4,10,2,,,0,999,2,1,1,5456883.648,71,2,100,1,99,,40,318,2,99,9999,99,9999,0,,999,95,480,0,515,30,150,0
